Sample ID,Project ID,Project Name,Tissue,Species/Substrate,Data repository,subject_id,target,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20,seed_21,seed_22,seed_23,seed_24,seed_25,seed_26,seed_27,seed_28,seed_29,seed_30,seed_31,seed_32,seed_33,seed_34,seed_35,seed_36,seed_37,seed_38,seed_39,seed_40,seed_41,seed_42,seed_43,seed_44,seed_45,seed_46,seed_47,seed_48,seed_49
ERX12708857,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-147,cow_milk,train,train,train,train,train,val,train,test,train,train,val,train,train,test,train,test,train,train,test,test,test,train,val,val,test,train,train,val,train,train,val,test,train,test,val,test,train,train,train,test,train,test,val,val,train,val,train,train,test,train
SRX24751592,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1043,cow_milk,train,train,train,train,test,train,test,train,train,test,train,val,train,val,train,val,train,train,train,train,test,train,train,train,train,val,train,train,train,test,train,train,test,train,train,train,test,train,train,val,train,train,val,test,train,train,train,train,train,train
SRX24751593,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1071,cow_milk,train,val,test,test,test,train,val,train,train,test,test,val,train,test,train,train,train,train,val,val,train,val,test,val,train,test,train,val,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,train,test,test,train,test,val
SRX24751594,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-850,cow_milk,train,train,train,train,train,test,train,test,test,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,test,train,val,train,test,train,test,train,train,train,test,train,test,train,train,train,train,train,train,train,test,train,test,train,train,val
SRX24751595,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-771,cow_milk,val,test,test,train,train,val,train,train,train,test,train,train,train,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train
SRX24751596,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-833,cow_milk,train,train,test,train,train,test,train,train,test,train,test,train,test,train,train,test,test,train,test,train,val,train,train,train,val,test,val,train,train,train,train,train,test,train,train,train,test,val,test,train,train,train,train,train,train,train,train,test,train,train
SRX24751597,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-833,cow_milk,train,train,test,train,train,test,train,train,test,train,test,train,test,train,train,test,test,train,test,train,val,train,train,train,val,test,val,train,train,train,train,train,test,train,train,train,test,val,test,train,train,train,train,train,train,train,train,test,train,train
SRX24751598,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-850,cow_milk,train,train,train,train,train,test,train,test,test,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,test,train,val,train,test,train,test,train,train,train,test,train,test,train,train,train,train,train,train,train,test,train,test,train,train,val
SRX24751599,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-763,cow_milk,train,train,train,val,train,train,train,train,train,val,train,test,val,test,train,val,train,test,test,test,test,test,test,train,train,val,train,train,test,test,test,train,train,test,train,train,train,train,train,train,train,train,test,val,train,train,val,val,train,test
SRX24751600,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-850,cow_milk,train,train,train,train,train,test,train,test,test,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,test,train,val,train,test,train,test,train,train,train,test,train,test,train,train,train,train,train,train,train,test,train,test,train,train,val
SRX24751601,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-902,cow_milk,train,train,train,train,train,test,train,train,test,test,train,train,train,train,test,train,train,train,val,train,train,train,train,test,train,val,train,train,val,train,test,train,train,test,train,test,val,test,train,train,train,train,train,train,train,test,val,val,train,test
SRX24751602,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-902,cow_milk,train,train,train,train,train,test,train,train,test,test,train,train,train,train,test,train,train,train,val,train,train,train,train,test,train,val,train,train,val,train,test,train,train,test,train,test,val,test,train,train,train,train,train,train,train,test,val,val,train,test
SRX24751603,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-917,cow_milk,train,train,val,test,train,train,val,train,val,train,train,train,train,train,test,val,test,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,val,test,train,train,val,train,train,train,test,val,train,train,test,val,train,train
SRX24751604,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-917,cow_milk,train,train,val,test,train,train,val,train,val,train,train,train,train,train,test,val,test,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,val,test,train,train,val,train,train,train,test,val,train,train,test,val,train,train
SRX24751605,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1123,cow_milk,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,val,test,train,train,test,test,train,val,train,train,train,train,train,train,train,train,train,val,val,test,test,train,train,val,val,val,train,test
SRX24751606,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-925,cow_milk,train,train,train,train,train,val,train,val,test,train,train,train,train,train,test,val,test,train,train,train,test,train,val,val,train,train,test,train,train,val,train,train,train,train,val,train,train,train,val,val,train,train,train,test,test,train,train,train,train,train
SRX24751607,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-925,cow_milk,train,train,train,train,train,val,train,val,test,train,train,train,train,train,test,val,test,train,train,train,test,train,val,val,train,train,test,train,train,val,train,train,train,train,val,train,train,train,val,val,train,train,train,test,test,train,train,train,train,train
SRX24751608,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-929,cow_milk,train,val,train,test,train,train,train,test,val,test,train,train,test,train,train,test,test,test,train,test,train,train,test,val,test,train,test,train,val,train,train,train,val,test,val,test,train,test,val,train,train,train,test,train,train,train,train,test,train,val
SRX24751609,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-929,cow_milk,train,val,train,test,train,train,train,test,val,test,train,train,test,train,train,test,test,test,train,test,train,train,test,val,test,train,test,train,val,train,train,train,val,test,val,test,train,test,val,train,train,train,test,train,train,train,train,test,train,val
SRX24751610,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1043,cow_milk,train,train,train,train,test,train,test,train,train,test,train,val,train,val,train,val,train,train,train,train,test,train,train,train,train,val,train,train,train,test,train,train,test,train,train,train,test,train,train,val,train,train,val,test,train,train,train,train,train,train
SRX24751611,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-850,cow_milk,train,train,train,train,train,test,train,test,test,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,test,train,val,train,test,train,test,train,train,train,test,train,test,train,train,train,train,train,train,train,test,train,test,train,train,val
SRX24751612,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1145,cow_milk,test,test,train,train,val,train,val,train,train,train,train,val,test,train,train,train,train,test,val,val,train,train,train,train,train,test,train,train,train,train,train,test,test,train,train,val,test,train,train,train,train,train,train,train,train,train,train,test,train,train
SRX24751613,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1145,cow_milk,test,test,train,train,val,train,val,train,train,train,train,val,test,train,train,train,train,test,val,val,train,train,train,train,train,test,train,train,train,train,train,test,test,train,train,val,test,train,train,train,train,train,train,train,train,train,train,test,train,train
SRX24751614,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1171,cow_milk,train,test,train,train,train,train,train,train,train,train,train,test,train,train,val,train,train,train,test,val,train,train,train,train,train,train,train,train,test,val,test,test,train,train,train,train,val,train,train,train,test,train,train,train,test,train,train,train,train,test
SRX24751615,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1171,cow_milk,train,test,train,train,train,train,train,train,train,train,train,test,train,train,val,train,train,train,test,val,train,train,train,train,train,train,train,train,test,val,test,test,train,train,train,train,val,train,train,train,test,train,train,train,test,train,train,train,train,test
SRX24751616,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1071,cow_milk,train,val,test,test,test,train,val,train,train,test,test,val,train,test,train,train,train,train,val,val,train,val,test,val,train,test,train,val,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,train,test,test,train,test,val
SRX24751617,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1177,cow_milk,test,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,test,test,train,test,test,val,train,train,val,train,test,train,train,test,train,test,train,train,test,train,train,train,train,val,test,test,train,train,val,train,train,train,train,train
SRX24751618,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-902,cow_milk,train,train,train,train,train,test,train,train,test,test,train,train,train,train,test,train,train,train,val,train,train,train,train,test,train,val,train,train,val,train,test,train,train,test,train,test,val,test,train,train,train,train,train,train,train,test,val,val,train,test
SRX24751619,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1177,cow_milk,test,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,test,test,train,test,test,val,train,train,val,train,test,train,train,test,train,test,train,train,test,train,train,train,train,val,test,test,train,train,val,train,train,train,train,train
SRX24751620,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-76,cow_milk,test,train,val,train,val,train,train,test,train,train,train,train,train,train,train,train,train,train,val,test,val,train,train,train,val,train,test,test,train,train,train,train,train,train,test,train,test,test,train,train,test,train,train,train,val,train,train,val,val,test
SRX24751621,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-76,cow_milk,test,train,val,train,val,train,train,test,train,train,train,train,train,train,train,train,train,train,val,test,val,train,train,train,val,train,test,test,train,train,train,train,train,train,test,train,test,test,train,train,test,train,train,train,val,train,train,val,val,test
SRX24751622,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-763,cow_milk,train,train,train,val,train,train,train,train,train,val,train,test,val,test,train,val,train,test,test,test,test,test,test,train,train,val,train,train,test,test,test,train,train,test,train,train,train,train,train,train,train,train,test,val,train,train,val,val,train,test
SRX24751623,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-763,cow_milk,train,train,train,val,train,train,train,train,train,val,train,test,val,test,train,val,train,test,test,test,test,test,test,train,train,val,train,train,test,test,test,train,train,test,train,train,train,train,train,train,train,train,test,val,train,train,val,val,train,test
SRX24751624,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-771,cow_milk,val,test,test,train,train,val,train,train,train,test,train,train,train,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train
SRX24751625,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-771,cow_milk,val,test,test,train,train,val,train,train,train,test,train,train,train,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train
SRX24751626,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1043,cow_milk,train,train,train,train,test,train,test,train,train,test,train,val,train,val,train,val,train,train,train,train,test,train,train,train,train,val,train,train,train,test,train,train,test,train,train,train,test,train,train,val,train,train,val,test,train,train,train,train,train,train
SRX24751627,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1071,cow_milk,train,val,test,test,test,train,val,train,train,test,test,val,train,test,train,train,train,train,val,val,train,val,test,val,train,test,train,val,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,train,test,test,train,test,val
SRX24751628,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1071,cow_milk,train,val,test,test,test,train,val,train,train,test,test,val,train,test,train,train,train,train,val,val,train,val,test,val,train,test,train,val,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,train,test,test,train,test,val
SRX24751629,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1087,cow_milk,train,train,train,train,train,train,train,train,train,train,val,test,val,train,test,test,test,val,train,train,train,train,test,train,test,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,val,train
SRX24751630,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1087,cow_milk,train,train,train,train,train,train,train,train,train,train,val,test,val,train,test,test,test,val,train,train,train,train,test,train,test,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,val,train
SRX24751631,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1097,cow_milk,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,train,test,test,train,train,train,train,train,train,test,test
SRX24751632,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1097,cow_milk,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,train,test,test,train,train,train,train,train,train,test,test
SRX24751633,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1113,cow_milk,train,val,train,test,train,train,train,train,test,val,train,test,test,train,test,train,train,train,train,train,train,train,val,train,test,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,test,test,val
SRX24751634,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1113,cow_milk,train,val,train,test,train,train,train,train,test,val,train,test,test,train,test,train,train,train,train,train,train,train,val,train,test,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,test,test,val
SRX24751635,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1113,cow_milk,train,val,train,test,train,train,train,train,test,val,train,test,test,train,test,train,train,train,train,train,train,train,val,train,test,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,test,test,val
SRX24751636,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1123,cow_milk,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,val,test,train,train,test,test,train,val,train,train,train,train,train,train,train,train,train,val,val,test,test,train,train,val,val,val,train,test
SRX24751637,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-76,cow_milk,test,train,val,train,val,train,train,test,train,train,train,train,train,train,train,train,train,train,val,test,val,train,train,train,val,train,test,test,train,train,train,train,train,train,test,train,test,test,train,train,test,train,train,train,val,train,train,val,val,test
SRX24751638,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1123,cow_milk,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,val,test,train,train,test,test,train,val,train,train,train,train,train,train,train,train,train,val,val,test,test,train,train,val,val,val,train,test
SRX24751639,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1129,cow_milk,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,test,test,train,train,train,train,train,val,train,train,train,train,test,train,train,train,train,train,val,train,test,train,test,train,test,train,val,train,test,train,train,train,train
SRX24751640,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1129,cow_milk,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,test,test,train,train,train,train,train,val,train,train,train,train,test,train,train,train,train,train,val,train,test,train,test,train,test,train,val,train,test,train,train,train,train
SRX24751641,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1137,cow_milk,val,test,train,train,train,test,val,val,test,train,test,train,test,train,train,test,train,test,test,train,test,train,train,test,train,test,train,train,train,train,train,train,val,train,train,train,test,train,train,train,train,val,train,test,train,train,train,train,test,train
SRX24751642,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1043,cow_milk,train,train,train,train,test,train,test,train,train,test,train,val,train,val,train,val,train,train,train,train,test,train,train,train,train,val,train,train,train,test,train,train,test,train,train,train,test,train,train,val,train,train,val,test,train,train,train,train,train,train
SRX24751643,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-771,cow_milk,val,test,test,train,train,val,train,train,train,test,train,train,train,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train
SRX24751644,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1043,cow_milk,train,train,train,train,test,train,test,train,train,test,train,val,train,val,train,val,train,train,train,train,test,train,train,train,train,val,train,train,train,test,train,train,test,train,train,train,test,train,train,val,train,train,val,test,train,train,train,train,train,train
SRX24751645,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1071,cow_milk,train,val,test,test,test,train,val,train,train,test,test,val,train,test,train,train,train,train,val,val,train,val,test,val,train,test,train,val,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,train,test,test,train,test,val
SRX24751646,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1071,cow_milk,train,val,test,test,test,train,val,train,train,test,test,val,train,test,train,train,train,train,val,val,train,val,test,val,train,test,train,val,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,train,test,test,train,test,val
SRX24751647,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1087,cow_milk,train,train,train,train,train,train,train,train,train,train,val,test,val,train,test,test,test,val,train,train,train,train,test,train,test,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,val,train
SRX24751648,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1129,cow_milk,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,test,test,train,train,train,train,train,val,train,train,train,train,test,train,train,train,train,train,val,train,test,train,test,train,test,train,val,train,test,train,train,train,train
SRX24751649,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1087,cow_milk,train,train,train,train,train,train,train,train,train,train,val,test,val,train,test,test,test,val,train,train,train,train,test,train,test,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,val,train
SRX24751650,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1097,cow_milk,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,train,test,test,train,train,train,train,train,train,test,test
SRX24751651,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1097,cow_milk,train,train,train,train,train,train,train,train,test,train,train,train,train,test,train,test,train,train,train,train,train,train,train,train,train,val,train,train,train,val,train,train,val,train,train,train,train,train,train,train,test,test,train,train,train,train,train,train,test,test
SRX24751652,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1113,cow_milk,train,val,train,test,train,train,train,train,test,val,train,test,test,train,test,train,train,train,train,train,train,train,val,train,test,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,test,test,val
SRX24751653,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1113,cow_milk,train,val,train,test,train,train,train,train,test,val,train,test,test,train,test,train,train,train,train,train,train,train,val,train,test,train,train,train,train,train,test,train,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,test,test,val
SRX24751654,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1123,cow_milk,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,val,test,train,train,test,test,train,val,train,train,train,train,train,train,train,train,train,val,val,test,test,train,train,val,val,val,train,test
SRX24751655,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-771,cow_milk,val,test,test,train,train,val,train,train,train,test,train,train,train,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train
SRX24751656,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1123,cow_milk,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,val,test,train,train,test,test,train,val,train,train,train,train,train,train,train,train,train,val,val,test,test,train,train,val,val,val,train,test
SRX24751657,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1129,cow_milk,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,test,test,train,train,train,train,train,val,train,train,train,train,test,train,train,train,train,train,val,train,test,train,test,train,test,train,val,train,test,train,train,train,train
SRX24751658,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-833,cow_milk,train,train,test,train,train,test,train,train,test,train,test,train,test,train,train,test,test,train,test,train,val,train,train,train,val,test,val,train,train,train,train,train,test,train,train,train,test,val,test,train,train,train,train,train,train,train,train,test,train,train
SRX24751659,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1087,cow_milk,train,train,train,train,train,train,train,train,train,train,val,test,val,train,test,test,test,val,train,train,train,train,test,train,test,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,val,train
SRX24751660,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-833,cow_milk,train,train,test,train,train,test,train,train,test,train,test,train,test,train,train,test,test,train,test,train,val,train,train,train,val,test,val,train,train,train,train,train,test,train,train,train,test,val,test,train,train,train,train,train,train,train,train,test,train,train
SRX24751661,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-850,cow_milk,train,train,train,train,train,test,train,test,test,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,test,train,val,train,test,train,test,train,train,train,test,train,test,train,train,train,train,train,train,train,test,train,test,train,train,val
SRX24751662,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-902,cow_milk,train,train,train,train,train,test,train,train,test,test,train,train,train,train,test,train,train,train,val,train,train,train,train,test,train,val,train,train,val,train,test,train,train,test,train,test,val,test,train,train,train,train,train,train,train,test,val,val,train,test
SRX24751663,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-850,cow_milk,train,train,train,train,train,test,train,test,test,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,test,train,val,train,test,train,test,train,train,train,test,train,test,train,train,train,train,train,train,train,test,train,test,train,train,val
SRX24751664,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-902,cow_milk,train,train,train,train,train,test,train,train,test,test,train,train,train,train,test,train,train,train,val,train,train,train,train,test,train,val,train,train,val,train,test,train,train,test,train,test,val,test,train,train,train,train,train,train,train,test,val,val,train,test
SRX24751665,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-902,cow_milk,train,train,train,train,train,test,train,train,test,test,train,train,train,train,test,train,train,train,val,train,train,train,train,test,train,val,train,train,val,train,test,train,train,test,train,test,val,test,train,train,train,train,train,train,train,test,val,val,train,test
SRX24751666,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-917,cow_milk,train,train,val,test,train,train,val,train,val,train,train,train,train,train,test,val,test,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,val,test,train,train,val,train,train,train,test,val,train,train,test,val,train,train
SRX24751667,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-917,cow_milk,train,train,val,test,train,train,val,train,val,train,train,train,train,train,test,val,test,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,val,test,train,train,val,train,train,train,test,val,train,train,test,val,train,train
SRX24751668,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-925,cow_milk,train,train,train,train,train,val,train,val,test,train,train,train,train,train,test,val,test,train,train,train,test,train,val,val,train,train,test,train,train,val,train,train,train,train,val,train,train,train,val,val,train,train,train,test,test,train,train,train,train,train
SRX24751669,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-925,cow_milk,train,train,train,train,train,val,train,val,test,train,train,train,train,train,test,val,test,train,train,train,test,train,val,val,train,train,test,train,train,val,train,train,train,train,val,train,train,train,val,val,train,train,train,test,test,train,train,train,train,train
SRX24751670,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1087,cow_milk,train,train,train,train,train,train,train,train,train,train,val,test,val,train,test,test,test,val,train,train,train,train,test,train,test,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,val,train
SRX24751671,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-929,cow_milk,train,val,train,test,train,train,train,test,val,test,train,train,test,train,train,test,test,test,train,test,train,train,test,val,test,train,test,train,val,train,train,train,val,test,val,test,train,test,val,train,train,train,test,train,train,train,train,test,train,val
